id,story,query,target,parse,gender,f_comb,ans
1634,"[Kristen] went shopping with her son [Lonnie]. [Lonnie]'s wife [Sarah] could not go because she was sick. [Benny] was so excited to give his mother, [Kristen], a really nice card for Mother's Day. He loves her very much. [Lonnie] called his brother [Benny] on Friday because it was his birthday.","('Sarah', 'Kristen')",mother-in-law,"mother(""Lonnie"", ""Kristen""). son(""Kristen"", ""Lonnie""). wife(""Lonnie"", ""Sarah""). husband(""Sarah"", ""Lonnie""). mother(""Benny"", ""Kristen""). son(""Kristen"", ""Benny""). brother(""Lonnie"", ""Benny""). brother(""Benny"", ""Lonnie"").",,husband-mother,['mother-in-law']
1635,"[Eric] was shopping for a new dress for his daughter [Lisa]. [Eric] was helping his daughter [Serena] with her homework at home. Afterwards, [Serena] and her sister [Lisa] played Xbox together. [Lisa] went to visit her aunt, [Kristen], who's birthday was yesterday.","('Eric', 'Kristen')",sister,"daughter(""Eric"", ""Lisa""). father(""Lisa"", ""Eric""). daughter(""Eric"", ""Serena""). father(""Serena"", ""Eric""). sister(""Serena"", ""Lisa""). aunt(""Lisa"", ""Kristen""). niece(""Kristen"", ""Lisa"").",,daughter-aunt,['sister']
1636,[Theresa] made chicken noodle soup for her son [John]. [John]'s brother [Barry] did n't want to have any. [Barry] loves his mother very much. Her name is [Theresa]. [Theresa] gave her brother [Vernon] a new sweater for Christmas.,"('Barry', 'Vernon')",uncle,"son(""Theresa"", ""John""). mother(""John"", ""Theresa""). brother(""John"", ""Barry""). brother(""Barry"", ""John""). mother(""Barry"", ""Theresa""). brother(""Theresa"", ""Vernon""). sister(""Vernon"", ""Theresa"").",,mother-brother,['uncle']
1637,"[Stacy] and her brother [Andrew] went to visit [Karen]'s grandmother, [Stacy]. [Andrew]'s grandmother, [Karen], ha grand plans for the family for Christmas. [Vernon] went on a roadtrip with his youngest child, [Andrew].","('Vernon', 'Karen')",mother,"sister(""Stacy"", ""Andrew""). brother(""Andrew"", ""Stacy""). grandmother(""Stacy"", ""Karen""). granddaughter(""Karen"", ""Stacy""). grandmother(""Andrew"", ""Karen""). grandson(""Karen"", ""Andrew""). child(""Vernon"", ""Andrew""). father(""Andrew"", ""Vernon"").",,son-grandmother,[]
1638,"[Eric] was present in the delivery room when his daughter [Marlene] was born, but when his daughter [Lisa] was born he was too sick. [Lisa]'s grandfather [Kyle] took her and her sister [Marlene] out to dinner.","('Kyle', 'Marlene')",granddaughter,"daughter(""Eric"", ""Marlene""). father(""Marlene"", ""Eric""). daughter(""Eric"", ""Lisa""). father(""Lisa"", ""Eric""). grandfather(""Lisa"", ""Kyle""). granddaughter(""Kyle"", ""Lisa""). sister(""Marlene"", ""Lisa"").",,granddaughter-sister,['granddaughter']
1639,"[Theresa] and her sister [Robin] are the only children in their family. [Robin] and her mother [Karen] went to volunteer at the homeless shelter last weekend. [Karen] 'son, [Edward] wanted to go to the store. He asked his sister, [Robin] if she wanted to go too.","('Karen', 'Theresa')",daughter,"sister(""Theresa"", ""Robin""). sister(""Robin"", ""Theresa""). mother(""Robin"", ""Karen""). daughter(""Karen"", ""Robin""). son(""Karen"", ""Edward""). mother(""Edward"", ""Karen""). sister(""Edward"", ""Robin""). brother(""Robin"", ""Edward"").",,daughter-sister,['daughter']
1640,"[Stacy] and her father [Vernon] went to the park. They had a wonderful time there, feeding the ducks. [Edward] and his father [Kyle] played video games all day last Saturday. [Edward] took his brother [Vernon] to get lunch at a local diner. [Kyle] is the proud father of the lovely [Vernon]","('Stacy', 'Kyle')",grandfather,"daughter(""Vernon"", ""Stacy""). father(""Stacy"", ""Vernon""). son(""Kyle"", ""Edward""). father(""Edward"", ""Kyle""). brother(""Edward"", ""Vernon""). brother(""Vernon"", ""Edward""). son(""Kyle"", ""Vernon""). father(""Vernon"", ""Kyle"").",,father-father,['grandfather']
1641,[Patty] and her sister [Dionne] braided each other's hair before school. [Karen] took her grandson [Patty] to the zoo. He loved feeding the monkeys. [Patty] and [Lonnie] had a picnic at the park. They had sandwiches and salad. [Dionne] loves to watch stand up comedy with her brother. His name is [Lonnie].,"('Lonnie', 'Karen')",grandmother,"sister(""Patty"", ""Dionne""), sister(""Dionne"", ""Patty""), grandson(""Karen"", ""Patty""), grandmother(""Patty"", ""Karen""), brother(""Dionne"", ""Lonnie""), sister(""Lonnie"", ""Dionne"").",,sister-grandmother,['grandmother']
1642,"[Eric] and his daughter [Marlene] went to the movies. [Serena], [Marlene]'s sister, had to stay home as she was sick. [Eric] made dinner reservations for his sister [Theresa]. [Eric] 'daughter [Serena] was a beautiful women. [Serena] also adored her father [Eric]","('Serena', 'Theresa')",aunt,"daughter(""Eric"", ""Marlene""). father(""Marlene"", ""Eric""). sister(""Marlene"", ""Serena""), daughter(""Eric"", ""Serena""). father(""Serena"", ""Eric""). sister(""Eric"", ""Theresa""). brother(""Theresa"", ""Eric"").",,father-sister,['aunt']
1643,"[Eddie] asked his grandmother [Karen] for milk. [Karen]'s husband [Kyle] went to the store for milk. [Karen] went to see her gradduaghter [Christine]'s school play. Later, [Christine] played with her brother [Eddie].","('Kyle', 'Eddie')",grandson,"grandmother(""Eddie"", ""Karen""). grandson(""Karen"", ""Eddie""). husband(""Karen"", ""Kyle""). wife(""Kyle"", ""Karen""). granddaughter(""Karen"", ""Christine""). grandmother(""Christine"", ""Karen""). brother(""Christine"", ""Eddie""). sister(""Eddie"", ""Christine"").",,wife-grandson,['grandson']
1644,"[Shirley]'s daughter, [Stacy], asked her mom to read her a story. [Robin]'s sister, [Shirley], recently started acting. [Stacy] has an aunt named [Robin] [Barbara] and her mother [Robin] went dress shopping on Saturday.","('Shirley', 'Barbara')",niece,"daughter(""Shirley"", ""Stacy""). mother(""Stacy"", ""Shirley""). sister(""Robin"", ""Shirley""). sister(""Shirley"", ""Robin""). aunt(""Stacy"", ""Robin""). daughter(""Barbara"", ""Robin""). mother(""Barbara"", ""Robin"").",,sister-daughter,[]
1645,"[Edward] is [Patty]'s father. [Edward] needed someone to help him move out of his dorm last May. He asked his brother [Vernon] and he said he would help him. [Patty] went car shopping with her brother [Benny]. Everyone said [Benny] looked just like his father, [Edward]. They had the same build, facial features, and even combed their hair in a similar style.","('Vernon', 'Patty')",niece,"father(""Patty"", ""Edward""). daughter(""Edward"", ""Patty""). brother(""Edward"", ""Vernon""). brother(""Vernon"", ""Edward""). brother(""Patty"", ""Benny""). sister(""Benny"", ""Patty""). father(""Benny"", ""Edward""). son(""Edward"", ""Benny"").",,brother-daughter,['niece']
1646,"[Lonnie]'s father, [Edward], recently had a falling out with each other. [Patty] loves spending time with her father. His name is [Edward]. [Patty] and her sister [Lonnie] went to the ice cream shop. [Benny]'s father's name is [Edward].","('Lonnie', 'Benny')",brother,"father(""Lonnie"", ""Edward""). son(""Edward"", ""Lonnie""). father(""Patty"", ""Edward""). daughter(""Edward"", ""Patty""). sister(""Patty"", ""Lonnie""). sister(""Lonnie"", ""Patty""). father(""Benny"", ""Edward""). son(""Edward"", ""Benny"").",,father-son,['brother']
1647,"[Patty] is best friends with her sister [Dionne]. [Dionne] does not get along with her brother [Benny]. [Benny] is a factory worker. He has a wonderful sister by the name of [Dionne]. [Karen] went to see her grandson, [Benny], playing with his soccer team. [Benny] scored a goal, and she cheered for the boy.","('Karen', 'Dionne')",granddaughter,"sister(""Patty"", ""Dionne""). sibling(""Dionne"", ""Patty""). brother(""Dionne"", ""Benny""). sister(""Benny"", ""Dionne""). grandson(""Karen"", ""Benny""). grandmother(""Benny"", ""Karen"").",,grandson-sister,['granddaughter']
1648,"[Robin] was so proud of her daughter [Lisa] for getting straight A's this semester. [Lisa] and her husband [Arthur] went on a trip to the Netherlands last year. [Robin]'s mom, [Marlene] got ready for the party. [Lisa] is looking for a good gift for her sister [Marlene].","('Arthur', 'Robin')",mother-in-law,"mother(""Lisa"", ""Robin""). daughter(""Robin"", ""Lisa""). husband(""Lisa"", ""Arthur""). wife(""Arthur"", ""Lisa""). mother(""Robin"", ""Marlene""). daughter(""Marlene"", ""Robin""). sister(""Lisa"", ""Marlene""). sister(""Marlene"", ""Lisa"").",,wife-mother,['mother-in-law']
1649,[Eddie] was angry with his brother [John] for forgetting to pick him up from school. [John] cooked a lovely porkchop for his grandmother [Karen]. [Barry] invited his brothers [John] and [Eddie] over for dinner one day and they had a good time.,"('Eddie', 'Karen')",grandmother,"brother(""Eddie"", ""John""). brother(""John"", ""Eddie""). grandson(""Karen"", ""John""). grandmother(""John"", ""Karen""). brother(""Barry"", ""John""). brother(""John"", ""Barry""). brother(""Barry"", ""Eddie""). brother(""Eddie"", ""Barry"").",,brother-grandmother,['grandmother']
1650,"[Marlene] is getting married. She is looking forward to her sister, [Lisa], attending. They have n't seen each other since [Lisa] relocated to California with her husband 3 years ago. [Robin]'s mom, [Marlene] got ready for the party. [Robin] looks up to her father, [Kyle]. [Robin] picked up her daughter [Lisa] from school early.","('Marlene', 'Kyle')",grandfather,"sister(""Marlene"", ""Lisa""). sister(""Lisa"", ""Marlene""). husband(""Lisa"", ""Unnamed""). wife(""Unnamed"", ""Lisa""). mother(""Robin"", ""Marlene""). daughter(""Marlene"", ""Robin""). father(""Robin"", ""Kyle""). daughter(""Kyle"", ""Robin""). daughter(""Robin"", ""Lisa""). mother(""Lisa"", ""Robin"").",,mother-father,['grandfather']
1651,"At the age of 89, [Karen] has lived long enough to have experienced happines many times over. She has had three children, and 7 grandchildren. Her favorite among her grandchildren was her granddaughter [Stacy], who is an adventerous girl with a willful spirit. [Kyle] is proud to be married to his loving wife [Karen]. [Drew] adores his Grandmother, [Karen]. [Drew]'s sister, [Stacy], bought movie tickets at a discount rate.","('Kyle', 'Stacy')",granddaughter,"granddaughter(""Karen"", ""Stacy""). grandmother(""Stacy"", ""Karen""). husband(""Karen"", ""Kyle""). wife(""Kyle"", ""Karen""). grandson(""Karen"", ""Drew""). grandmother(""Drew"", ""Karen""). sister(""Drew"", ""Stacy""). brother(""Stacy"", ""Drew"").",,wife-granddaughter,['granddaughter']
1652,"[Kristen] and her sister [Shirley] braided each other's hair before school. [James]'s mother, [Shirley], just got her citizenship. [Drew] spent the day with his aunt, [Kristen]. They had a wonderful time doing all sorts of things. [Shirley] took her son [Drew] to school this morning because he missed the bus.","('James', 'Kristen')",aunt,"sister(""Kristen"", ""Shirley""). sister(""Shirley"", ""Kristen""). mother(""James"", ""Shirley""). son(""Shirley"", ""James""). aunt(""Drew"", ""Kristen""). nephew(""Kristen"", ""Drew""). son(""Shirley"", ""Drew""). mother(""Drew"", ""Shirley"").",,mother-sister,['aunt']
1653,"[Edward] has a son named [Benny] that looks exactly like him. [Lonnie]'s son is sick today so his mother, [Sarah], will stay home with him. [Benny] and [Lonnie] are brothers. they like to spend time together [Lonnie] and his father [Edward] played video games all day last Saturday.","('Sarah', 'Edward')",father-in-law,"son(""Edward"", ""Benny""). father(""Benny"", ""Edward""). son(""Lonnie"", ""Sarah""). mother(""Sarah"", ""Lonnie""). brother(""Benny"", ""Lonnie""). brother(""Lonnie"", ""Benny""). father(""Lonnie"", ""Edward""). son(""Edward"", ""Lonnie"").",,husband-father,['grandfather']
1654,"[Shirley] does n't like having to babysit her younger brother, [Edward]. [Andrew] and his uncle [Edward] are two of the best poker players in town. [Vernon]'s son, [Andrew], had been misbehaving, so [Vernon] had to spank him. [Andrew]'s mother [Shirley] was present at the thanksgiving service.","('Vernon', 'Edward')",brother,"brother(""Shirley"", ""Edward""). sister(""Edward"", ""Shirley""). uncle(""Andrew"", ""Edward""). nephew(""Edward"", ""Andrew""). son(""Vernon"", ""Andrew""). father(""Andrew"", ""Vernon""). mother(""Andrew"", ""Shirley"").",,son-uncle,['brother']
1655,[Robin] takes her daughter [Barbara] to the movies for her birthday. [Barbara]'s sister [Lisa] ca n't come too since she has to work. [Robin] made a pie for her daughter [Lisa]. [Lisa]'s sister [Serena] really enjoyed it.,"('Serena', 'Robin')",mother,"daughter(""Robin"", ""Barbara""). mother(""Barbara"", ""Robin""). sister(""Barbara"", ""Lisa""). daughter(""Robin"", ""Lisa""). mother(""Lisa"", ""Robin""). sister(""Lisa"", ""Serena"").",,sister-mother,[]
1656,"[Kyle] bounced his granddaughter [Christine] on his knee. The little girl smiled at him in response. [Christine] called her brother, [Eddie], up to see how he was doing after surgery. [Kyle]'s grandson, [Eddie], was busy planning a birthday dinner for his brother, [Barry].","('Kyle', 'Barry')",grandson,"granddaughter(""Kyle"", ""Christine""). grandfather(""Christine"", ""Kyle""). brother(""Christine"", ""Eddie""). sister(""Eddie"", ""Christine""). grandson(""Kyle"", ""Eddie""). grandfather(""Eddie"", ""Kyle""). brother(""Eddie"", ""Barry"").",,grandson-brother,['grandson']
1657,"[Barbara] made her grandfather, [Kyle], proud by winning an essay competition. [Barbara]'s sister, [Serena], bought her flowers as a reward. [Kyle] loves buying her granddaughter, [Serena], new clothes. [Kyle] is the proud husband of the lovely [Karen].","('Karen', 'Serena')",granddaughter,"grandfather(""Barbara"", ""Kyle""). granddaughter(""Kyle"", ""Barbara""). sister(""Barbara"", ""Serena""). sister(""Serena"", ""Barbara""). granddaughter(""Kyle"", ""Serena""). grandmother(""Serena"", ""Kyle""). husband(""Kyle"", ""Karen""). wife(""Karen"", ""Kyle"").",,husband-granddaughter,['granddaughter']
1658,"[Henry] went to the park with his father, [Kyle]. [Edward] is love by his father [Kyle]. [Henry] loves his brother [Edward]. [Henry] likes to go fishing with his sister. Her name is [Kristen].","('Kyle', 'Kristen')",daughter,"father(""Henry"", ""Kyle""), son(""Kyle"", ""Henry""), father(""Edward"", ""Kyle""), son(""Kyle"", ""Edward""), brother(""Henry"", ""Edward""), brother(""Edward"", ""Henry""), sister(""Henry"", ""Kristen""), brother(""Kristen"", ""Henry"").",,son-sister,['daughter']
1659,[Edward] does not know he has a son named [Lonnie]. [Patty] went with her brother [Lonnie] to the mall to buy some new candles. [Edward] walked his daughters [Patty] and [Dionne] to school.,"('Dionne', 'Patty')",sister,"son(""Edward"", ""Lonnie""). father(""Lonnie"", ""Edward""). sister(""Lonnie"", ""Patty""). brother(""Patty"", ""Lonnie""). daughter(""Edward"", ""Patty""). father(""Patty"", ""Edward""). daughter(""Edward"", ""Dionne""). father(""Dionne"", ""Edward"").",,father-daughter,['sister']
1660,"[Kristen] treasures her son, [Benny]. She recently attended his high school graduation and it was the proudest day of her life. [Kristen] and her daughter [Patty] went out to dinner. [Edward] and his wife [Kristen] are newlyweds. They are on their honeymoon, having a wonderful time. [Patty] gave her brother [Benny] a new sweater for Christmas.","('Edward', 'Benny')",son,"son(""Kristen"", ""Benny""). mother(""Benny"", ""Kristen""). daughter(""Kristen"", ""Patty""). mother(""Patty"", ""Kristen""). wife(""Edward"", ""Kristen""). husband(""Kristen"", ""Edward""). brother(""Patty"", ""Benny""). sister(""Benny"", ""Patty"").",,wife-son,['son']
