id,story,query,target,f_comb
1270,[Lonnie]'s mother [Kristen] told him it was time for dinner. [Lonnie] went and told his sister [Patty] about the dinner. [Edward] threw the ball to his son [Lonnie]. [Edward] did n't like playing ball with his daughter [Patty].,"('Kristen', 'Patty')",daughter,son-sister
1271,"[Theresa] 'son, [Darnell] wanted to go to the store. He asked his sister, [Michelle] if she wanted to go too. [Theresa] was changing her daughter [Michelle]'s diaper when her mother [Karen] called.","('Karen', 'Michelle')",granddaughter,daughter-daughter
1272,"[Constance] met her dad, [Vernon], for the first time when he returned from deployment. [Vernon] and his daughter [Raquel] made a pie together. [Raquel]'s sister [Constance] made cookies on her own. [Andrew]'s father's name is [Vernon].","('Constance', 'Andrew')",brother,father-son
1273,"[Dionne] loves painting with her father. His name is [Edward]. [Dorothy] and her father, [Edward], went to the carnival. [Edward] took [Dorothy] on the Tilt-o-Whirl. [Dorothy] took her grandfather [Kyle] and sister [Dionne] on a hiking trip two weekends ago.","('Kyle', 'Dionne')",granddaughter,granddaughter-sister
1274,"[Darnell] has a brother who is younger than him. The brother has a sister whose name is [Michelle]. [Theresa] took her daughter [Michelle] to the store to find her some new boots for the cold winter weather. [Theresa] called her brother, [Eric], up to see how he was doing after surgery. [Theresa], [Darnell] mother, likes to take him to eat ice cream on Sundays.","('Darnell', 'Eric')",uncle,mother-brother
1275,"[Kyle]'s wife, [Karen], was heartbroken. Her son, [Eric], was ill, and doctors said he was likely to die. [Eric] is husband of [Robin] and son of [Kyle].","('Kyle', 'Robin')",daughter-in-law,son-wife
1276,"[Vernon] is a sibling of [Eric]. [Eric] always enjoyed playing with his sister, [Kristen], when they were growing up. [Vernon] took his daughter [Constance] to the movies [Kristen] and her sister [Vernon] went to the ice cream shop.","('Constance', 'Kristen')",aunt,father-sister
1277,"[Dorothy] and [Patty] got into a fight as sisters sometimes do. [Patty]'s father [Edward] yelled at them to behave. [Dorothy] and her husband [Benny], often argue. [Edward] is concerned about his daughter, and often tells [Dorothy] to consider a divorce.","('Edward', 'Benny')",son-in-law,daughter-husband
1278,"[Casey] and his uncle [Edward] went hunting. [Edward] got a nice twelve point buck, but he let [Casey] say it was his. [Casey] and his brother [Andrew] are looking for a good gift for [Andrew]'s mother [Shirley]. [Shirley] and her son [Casey] went to the zoo and then out to dinner yesterday.","('Shirley', 'Edward')",brother,son-uncle
1279,[Lisa] is taking a trip to see her sister [Marlene]. [Marlene] took her father [Eric] to watch a movie together. [Eric] loves go golfing with his daughter [Lisa]. Sometimes [Eric]'s brother [Vernon] tags along.,"('Lisa', 'Vernon')",uncle,father-brother
1280,"[Kyle] was trying to call his wife [Karen]. [Karen] was busy shopping with her grandson, [Allen], however. [Karen] favors her granddaughter, [Barbara]. This makes [Barbara]'s brother, [Allen], very jealous.","('Kyle', 'Allen')",grandson,wife-grandson
1281,"[Henry] and his wife [Theresa] went rock-climbing this weekend. [Verdie] adores her daughter [Theresa]. [Theresa] loves her very much, too. [Edward] took his niece [Verdie] to the park to walk her dog. [Henry] is [Verdie]'s father.","('Henry', 'Edward')",brother,daughter-uncle
1282,[Kyle] loves dancing with his wife. Her name is [Karen]. [Dorothy] was happy to see her grandfather [Kyle] before she went off to college. [Edward] and his daughter [Dorothy] helped to make Thanksgiving dinner together. [Edward] is a man with a son named [Kyle].,"('Karen', 'Dorothy')",granddaughter,husband-granddaughter
1283,"[Henry]'s father, [Kyle], recently had a falling out with each other. [Michelle] took her father [Henry] out to dinner for Father's Day. [Michelle] does n't always get along with her brother [Darnell]. Sometimes they fight like siblings do. [Darnell] and his father [Henry] played video games all day last Saturday.","('Darnell', 'Kyle')",grandfather,father-father
1284,"[Lonnie] always enjoyed playing with his sister, [Dionne], when they were growing up. [Dorothy] took her father [Edward] to watch a movie together. [Dorothy] and her sister [Dionne] are the only children in their family. [Dionne] is so proud that [Edward], his father, quit smoking.","('Lonnie', 'Edward')",father,sister-father
1285,"[Kyle] took his grandson [Andrew] to the mall. [Andrew]'s sister [Constance] was jealous. [Andrew] was late to take his mom, [Shirley] to the dentist. Thankfully, her daughter, [Constance] was close by and they made the appointment in time.","('Constance', 'Kyle')",grandfather,brother-grandfather
1286,"[Robin] takes her son [Allen] to the park every Saturday. [Allen] always loved to go to the arcade with his aunt, [Theresa]. [Robin]'s daugher, [Marlene], went swimming in the pool. Her older brother, [Allen], stood nearby and kept an eye on her.","('Robin', 'Theresa')",sister,son-aunt
1287,"[Vernon] who is [Andrew]'s father grounded [Andrew] after finding out what [Andrew] had done at school. [Vernon] and [Shirley] got married last fall. After 1 year of marriage, [Shirley] gave birth to her first child [Andrew]. [Vernon] likes to watch boxing with his brother. His name is [Henry].","('Henry', 'Andrew')",nephew,brother-son
1288,"[Lonnie] spent the entire day playing chess with his grandfather [Kyle]. [Edward] took his son [Lonnie] to school this morning because he missed the bus. [Edward] has a daughter names [Dorothy], she just turned 25. He also has a son, [Dorothy]'s brother [Lonnie], he just turned 20.","('Edward', 'Kyle')",father,son-grandfather
1289,"[Barbara] is taking a trip to see her sister [Lisa]. [Allen] likes to go fishing with his sister. Her name is [Barbara]. [Karen] had to pick up her grandson [Allen] and his sister, [Lisa], from school today.","('Karen', 'Lisa')",granddaughter,grandson-sister
1290,"[Eric], [Robin]'s husband, asked her where his daughter [Marlene] was. [Robin] said she did n't know. [Allen]'s sister, [Marlene], was crying, so he told her a joke. She laughed, and felt better. [Allen] asked his son, [Eric], to help paint his house.","('Robin', 'Marlene')",daughter,husband-daughter
1291,[Darnell] and his brother [Barry] were rarely seen apart. [Henry] is proud of his son. His name is [Barry]. [Verdie] is always around her brother [Darnell]. [Henry] and his son [Darnell] went to the skating rink.,"('Verdie', 'Henry')",father,brother-father
1292,[Shirley] took her son [Andrew] to the mall to shop for shoes. [Andrew] asked her if he could bring his sister [Raquel] with them. She said yes. [Karen] brought her daughter [Shirley] a cake. [Shirley]'s daughter [Raquel] wanted to eat the cake.,"('Raquel', 'Karen')",grandmother,mother-mother
1293,"[Lonnie] has a sister that picks on him. Her name is [Patty]. [Kristen] visited her son [Lonnie] at college. [Kristen] wants to make a special meal for her daughter [Patty]'s birthday. [Edward]'s wife, [Kristen] was hungry, so [Edward] cooked her her favorite meal.","('Edward', 'Patty')",daughter,wife-daughter
1294,"[Kristen] and her sister [Shirley] braided each other's hair before school. [Shirley] is watching t.v. with her mother [Karen], and her brother [Eric] wants icecream. [Eric] is a very hot guy, but his sister [Kristen] is even more attractive.","('Karen', 'Eric')",son,daughter-brother
1295,[Andrew] took his smoking hot wife [Margaret] to pound town [Shirley] made a pizza for her son [Casey] and his brother [Andrew]. [Shirley] cooked her son [Andrew] his favorite meal yesterday because it was his birthday.,"('Margaret', 'Shirley')",mother-in-law,husband-mother
1296,"[Dorothy] needed to go to the store. [Dorothy] asked her sister [Patty] for a ride. [Lonnie]'s sister, [Patty], did n't have time to play with him. She was busy helping her grandmother [Karen] with the dishes. Worker: [Dorothy] looks just like her grandmother, [Karen] did as a child.","('Lonnie', 'Karen')",grandmother,sister-grandmother
1297,"[Theresa] and her sister [Kristen] are the only children in their family. [Henry] has been a lovely father of [Barry] and has a wife named [Theresa] who is always there for him. [Theresa] treasures her son, [Barry]. She recently attended his high school graduation and it was the proudest day of her life.","('Kristen', 'Barry')",nephew,sister-son
1298,[Theresa] and her son [Barry] went shopping to get [Theresa] 'husband [Henry] a birthday gift yesterday. [Henry] asks his son [Barry] to get his grandmother [Karen] a glass of water,"('Henry', 'Karen')",mother,son-grandmother
1299,"[Edward] and his daughter [Dorothy] went shopping for clothing. [Edward]'s wife [Kristen] hates to shop and stayed home. [Dorothy] was so proud of her daughter, [Kristen]'s, accomplishments. [Dorothy] was glad her grandfather, [Kyle], was happy, too.","('Kristen', 'Kyle')",father,daughter-grandfather
1300,"[Theresa] was excited to see her son [Darnell] perform in his first school play. She was so proud she invited her father [Kyle] to see the performance as well. [Shirley] and her sister [Theresa] were fighting. They never fight long though, and they made up the next day. [Kyle] is happy that his daughter is doing so well. Her name is [Shirley].","('Darnell', 'Kyle')",grandfather,mother-father
1301,"[Casey]'s sister [Constance] asked him for some help planting her garden. [Karen] was over at her grandson [Andrew]'s house for the holidays. [Casey], [Andrew]'s brother, was n't able to make it. [Andrew] and his sister [Constance] were hoping for a snow day.","('Karen', 'Casey')",grandson,grandson-brother
1302,"[Darnell] and his sister [Michelle] were painting the front of the house. [Darnell]'s brother, [Barry], was repairing the shutters. [Theresa] has a son called [Darnell]. Each day they go to the park after school. [Theresa] has an amazing son. Her son [Barry] is very talented.","('Barry', 'Michelle')",sister,brother-sister
1303,"[Dionne] called her brother, [Lonnie], up to see how he was doing after surgery. [Kristen] decided to take her son [Lonnie] out to have Mexican food for Dinner. [Lonnie] enjoyed spending time with his mother. [Kristen] could n't wait to get off the plane to see her mother, [Dionne]. [Theresa] and her sister [Kristen] were getting together this weekend so that they could go hiking together they had n't spent time together alone in a while.","('Dionne', 'Theresa')",aunt,mother-sister
1304,"[Barry] went to visit his grandmother [Karen] on Sunday and his brother [Darnell] stayed home because he had a cold. [Henry]'s son, [Darnell], loves going to the zoo with his grandmother [Karen].","('Henry', 'Karen')",mother,son-grandmother
1305,"[Kyle] found his daughter, [Kristen], drunk and alone on the bathroom floor. [Kristen] asked her son [Lonnie] to help her fix her television. [Lonnie] took his sister [Dionne] to get some ice cream after school was over and then he called his grandfather [Kyle] to see if he still wanted to go fishing tomorrow.","('Kyle', 'Dionne')",granddaughter,grandson-sister
1306,"[Verdie] loves visiting with her aunt [Kristen]. [Henry] liked to play catch with his daughter [Verdie]. [Henry] often goes out for lunch with his sister, [Kristen]. [Theresa] and her daughter [Verdie] went out for ice cream. [Theresa] got a cone and [Verdie] got a sundae.","('Theresa', 'Kristen')",sister,daughter-aunt
