id,story,query,target,parse,gender,f_comb
1522,[Lisa] went shopping at the mall with her mother [Robin] [Lisa] is very much in love with her husband. His name is [Arthur]. [Marlene] and her sister [Lisa] are the only children in their family. [Robin] took her daughter [Marlene] to see a movie on Friday. She let her pick the movie and she enjoyed it very much.,"('Arthur', 'Robin')",mother-in-law,"mother(""Lisa"", ""Robin""). daughter(""Robin"", ""Lisa""). husband(""Lisa"", ""Arthur""). wife(""Arthur"", ""Lisa""). sister(""Marlene"", ""Lisa""). sister(""Lisa"", ""Marlene""). daughter(""Robin"", ""Marlene""). mother(""Marlene"", ""Robin"").",,wife-mother
1526,"[Edward] bought a book for his son [Lonnie]. [Dorothy] went out for pizza with her father [Edward]. [Lonnie]'s son is sick today so his mother, [Sarah], will stay home with him. [Lonnie]'s sister, [Dorothy], was crying, so he told her a joke. She laughed, and felt better.","('Sarah', 'Edward')",father-in-law,"son(""Edward"", ""Lonnie""). father(""Lonnie"", ""Edward""). father(""Dorothy"", ""Edward""). daughter(""Edward"", ""Dorothy""). mother(""Lonnie's son"", ""Sarah""). father(""Lonnie's son"", ""Lonnie""). sister(""Lonnie"", ""Dorothy""). brother(""Dorothy"", ""Lonnie"").",,husband-father
1530,[John] went out for lunch with his grandmother [Karen] and his brother [Eddie]. [Eddie] is a man with a son named [Henry]. [Karen] made apple pie with her grandson [Eddie].,"('Henry', 'Karen')",mother,"grandmother(""John"", ""Karen""). grandson(""Karen"", ""John""). brother(""John"", ""Eddie""). brother(""Eddie"", ""John""). son(""Eddie"", ""Henry""). father(""Henry"", ""Eddie""). grandmother(""Eddie"", ""Karen""). grandson(""Karen"", ""Eddie"").",,son-grandmother
1532,"[Henry] and his sister [Kristen] went to the movies to watch the newest superhero flick. [Kristen] and her daughter, [Dorothy], were having a dispute over money. [Kristen]'s brother, [Vernon], advised them both to just forget about it. [Vernon] and his brother [Henry] were rarely seen apart.","('Vernon', 'Dorothy')",niece,"sister(""Henry"", ""Kristen""). brother(""Kristen"", ""Henry""). daughter(""Kristen"", ""Dorothy""). mother(""Dorothy"", ""Kristen""). brother(""Kristen"", ""Vernon""). sister(""Vernon"", ""Kristen""). brother(""Henry"", ""Vernon""). brother(""Vernon"", ""Henry"").",,sister-daughter
1533,"[Edward] was playing his sister [Robin]. Suddenly, [Robin]'s mother [Karen] called her to come upstairs right away. [Edward]'s wife [Kristen] and his mother [Karen] went tanning on the beach last weekend.","('Kristen', 'Karen')",mother-in-law,"sister(""Edward"", ""Robin""). brother(""Robin"", ""Edward""). mother(""Robin"", ""Karen""). daughter(""Karen"", ""Robin""). wife(""Edward"", ""Kristen""). husband(""Kristen"", ""Edward""). mother(""Edward"", ""Karen""), son(""Karen"", ""Edward"").",,husband-mother
1564,"[Robin] had a heart-to-heart conversation with her daughter [Marlene] about some things. [Robin] and her husband [Eric] went shopping for Christmas presents one afternoon at the local mall. [Eric] and his brother [Henry] went to see a baseball game on Friday and had a great time. [Eric] and his daughter, [Marlene] go to concerts every week.","('Henry', 'Marlene')",niece,"daughter(""Robin"", ""Marlene""). mother(""Marlene"", ""Robin""). husband(""Robin"", ""Eric""). wife(""Eric"", ""Robin""). brother(""Eric"", ""Henry""). brother(""Henry"", ""Eric""). father(""Marlene"", ""Eric""). daughter(""Eric"", ""Marlene"").",,brother-daughter
1582,[Kristen]'s daughter [Dionne] and brother [Eric] went to the shooting range today. [Kristen] told her son [Jeffery] to go outside and play. His sister [Dionne] went with him.,"('Eric', 'Dionne')",niece,"daughter(""Kristen"", ""Dionne""). mother(""Dionne"", ""Kristen""). brother(""Kristen"", ""Eric""). sister(""Eric"", ""Kristen""). son(""Kristen"", ""Jeffery""). mother(""Jeffery"", ""Kristen""). sister(""Jeffery"", ""Dionne""). brother(""Dionne"", ""Jeffery"").",,sister-daughter
1583,"[Edward] went to pick up his daughter [Dionne] from school on the last day before summer vacation. [Edward] is a hardworking man who puts food on the table for his family every night working about 10 hours. [Kristen], [Edward] wife is very lazy and does n't provide much for the family. She hires a nanny to take care of [Edward] and hers kids. [Edward] is thinking about getting a divorce and getting her away from his kids as it is a bad environment. The divorce eventually comes and [Edward] is a much happier man and is thankful his wife is n't there to ruin the good thing they have once again. [Kristen]'s daughter, [Dionne], asked her mom to read her a story. [Ronald] is madly in love with his wife. Her name is [Dionne].","('Kristen', 'Ronald')",son-in-law,"father(""Edward"", ""Dionne""). daughter(""Dionne"", ""Edward""). wife(""Edward"", ""Kristen""). husband(""Kristen"", ""Edward""). daughter(""Kristen"",""Dionne""). mother(""Dionne"",""Kristen""). wife(""Ronald"", ""Dionne""). husband(""Dionne"", ""Ronald"").",,daughter-husband
1584,"[Benny]'s dad [Edward] is the CEO of the company. [Lonnie] went to the grocery store for his brother [Benny], because he broke his leg. [Dorothy] and her husband [Benny] celebrated their anniversary last night. They went out to a nice restaurant to celebrate. [Lonnie]'s dad [Edward] is the CEO of the company.","('Dorothy', 'Edward')",father-in-law,"father(""Benny"", ""Edward""). son(""Edward"", ""Benny""). brother(""Lonnie"", ""Benny""). brother(""Benny"", ""Lonnie""). husband(""Dorothy"", ""Benny""). wife(""Benny"", ""Dorothy""). father(""Lonnie"", ""Edward""). son(""Edward"", ""Lonnie"").",,husband-father
1594,[Amanda] apologized to her father in law Rod for the accident. Rod's son [Barry] had backed into his car in the driveway when he was attempting to pull out. [Eddie] hit his brother [Barry] in the head. [Barry] asked his mother [Theresa] where babies came from. [Theresa] told him they came from the stork. [Eddie] was adopted kid. He discovered last week that [Theresa] is his mother.,"('Amanda', 'Theresa')",mother-in-law,"father-in-law(""Amanda"", ""Rod""). daughter-in-law(""Rod"", ""Amanda""). son(""Rod"", ""Barry""). father(""Barry"", ""Rod"") brother(""Barry"", ""Eddie""). brother(""Eddie"", ""Barry""). mother(""Barry"", ""Theresa""). son(""Theresa"", ""Barry""). adopted-child(""Theresa"", ""Eddie""). adoptive-mother(""Eddie"", ""Theresa"").",,husband-mother
1618,"[Marlene] invited her father [Eric] to her high school father daughter dance. [Michael] bought flowers for his wife [Marlene]. [Barbara]'s father, [Eric] just got out of a court hearing. [Marlene] was sewing a sweater for her sister [Barbara].","('Eric', 'Michael')",son-in-law,"father(""Marlene"", ""Eric""). daughter(""Eric"", ""Marlene""). wife(""Michael"", ""Marlene""). husband(""Marlene"", ""Michael""). father(""Barbara"", ""Eric""). daughter(""Eric"", ""Barbara""). sister(""Marlene"", ""Barbara""). sister(""Barbara"", ""Marlene"").",,daughter-husband
1626,[Serena] and her sister [Barbara] played golf together. [Serena] won easily. [Eric] drove his daughter [Barbara] to school yesterday because she missed the bus. [Carl] has been married to [Barbara] for ten years today. [Serena] called her dad [Eric] to pick her up from school.,"('Carl', 'Eric')",father-in-law,"sister(""Serena"", ""Barbara""). sister(""Barbara"", ""Serena""). father(""Barbara"", ""Eric""). daughter(""Eric"", ""Barbara""). husband(""Carl"", ""Barbara""). wife(""Barbara"", ""Carl""). father(""Serena"", ""Eric""). daughter(""Eric"", ""Serena"").",,wife-father
1634,"[Kristen] went shopping with her son [Lonnie]. [Lonnie]'s wife [Sarah] could not go because she was sick. [Benny] was so excited to give his mother, [Kristen], a really nice card for Mother's Day. He loves her very much. [Lonnie] called his brother [Benny] on Friday because it was his birthday.","('Sarah', 'Kristen')",mother-in-law,"mother(""Lonnie"", ""Kristen""). son(""Kristen"", ""Lonnie""). wife(""Lonnie"", ""Sarah""). husband(""Sarah"", ""Lonnie""). mother(""Benny"", ""Kristen""). son(""Kristen"", ""Benny""). brother(""Lonnie"", ""Benny""). brother(""Benny"", ""Lonnie"").",,husband-mother
1637,"[Stacy] and her brother [Andrew] went to visit [Karen]'s grandmother, [Stacy]. [Andrew]'s grandmother, [Karen], ha grand plans for the family for Christmas. [Vernon] went on a roadtrip with his youngest child, [Andrew].","('Vernon', 'Karen')",mother,"sister(""Stacy"", ""Andrew""). brother(""Andrew"", ""Stacy""). grandmother(""Stacy"", ""Karen""). granddaughter(""Karen"", ""Stacy""). grandmother(""Andrew"", ""Karen""). grandson(""Karen"", ""Andrew""). child(""Vernon"", ""Andrew""). father(""Andrew"", ""Vernon"").",,son-grandmother
1644,"[Shirley]'s daughter, [Stacy], asked her mom to read her a story. [Robin]'s sister, [Shirley], recently started acting. [Stacy] has an aunt named [Robin] [Barbara] and her mother [Robin] went dress shopping on Saturday.","('Shirley', 'Barbara')",niece,"daughter(""Shirley"", ""Stacy""). mother(""Stacy"", ""Shirley""). sister(""Robin"", ""Shirley""). sister(""Shirley"", ""Robin""). aunt(""Stacy"", ""Robin""). daughter(""Barbara"", ""Robin""). mother(""Barbara"", ""Robin"").",,sister-daughter
1645,"[Edward] is [Patty]'s father. [Edward] needed someone to help him move out of his dorm last May. He asked his brother [Vernon] and he said he would help him. [Patty] went car shopping with her brother [Benny]. Everyone said [Benny] looked just like his father, [Edward]. They had the same build, facial features, and even combed their hair in a similar style.","('Vernon', 'Patty')",niece,"father(""Patty"", ""Edward""). daughter(""Edward"", ""Patty""). brother(""Edward"", ""Vernon""). brother(""Vernon"", ""Edward""). brother(""Patty"", ""Benny""). sister(""Benny"", ""Patty""). father(""Benny"", ""Edward""). son(""Edward"", ""Benny"").",,brother-daughter
1648,"[Robin] was so proud of her daughter [Lisa] for getting straight A's this semester. [Lisa] and her husband [Arthur] went on a trip to the Netherlands last year. [Robin]'s mom, [Marlene] got ready for the party. [Lisa] is looking for a good gift for her sister [Marlene].","('Arthur', 'Robin')",mother-in-law,"mother(""Lisa"", ""Robin""). daughter(""Robin"", ""Lisa""). husband(""Lisa"", ""Arthur""). wife(""Arthur"", ""Lisa""). mother(""Robin"", ""Marlene""). daughter(""Marlene"", ""Robin""). sister(""Lisa"", ""Marlene""). sister(""Marlene"", ""Lisa"").",,wife-mother
1655,[Robin] takes her daughter [Barbara] to the movies for her birthday. [Barbara]'s sister [Lisa] ca n't come too since she has to work. [Robin] made a pie for her daughter [Lisa]. [Lisa]'s sister [Serena] really enjoyed it.,"('Serena', 'Robin')",mother,"daughter(""Robin"", ""Barbara""). mother(""Barbara"", ""Robin""). sister(""Barbara"", ""Lisa""). daughter(""Robin"", ""Lisa""). mother(""Lisa"", ""Robin""). sister(""Lisa"", ""Serena"").",,sister-mother
1674,"[Marlene] is the happy daughter of her adoring father [Eric]. [Lisa] went out to breakfast with her father [Eric]. While at breakfast, they ran into [Lisa]'s husband, [Arthur]. [Lisa]'s sister, [Marlene], recently started acting.","('Eric', 'Arthur')",son-in-law,"daughter(""Marlene"", ""Eric""). father(""Eric"", ""Marlene""). father(""Lisa"", ""Eric""). daughter(""Eric"", ""Lisa""). husband(""Lisa"", ""Arthur""). wife(""Arthur"", ""Lisa""). sister(""Lisa"", ""Marlene""). sister(""Marlene"", ""Lisa"").",,daughter-husband
1680,"[Marlene] and her mother [Robin] had a coffee date, and [Marlene]'s sister [Serena] showed up in the middle of it. [Robin] and her sister [Shirley] were fighting. They never fight long though, and they made up the next day. [Robin] and her daughter [Serena] went out to dinner.","('Shirley', 'Serena')",niece,"mother(""Marlene"", ""Robin""). daughter(""Robin"", ""Marlene""). sister(""Marlene"", ""Serena""). sister(""Serena"", ""Marlene""). sister(""Robin"", ""Shirley""). sister(""Shirley"", ""Robin""). daughter(""Robin"", ""Serena""). mother(""Serena"", ""Robin"").",,sister-daughter
1681,"[Eddie] was playing his sister [Christine]. Suddenly, [Christine]'s mother [Theresa] called her to come upstairs right away. The hostess called out [Kyle]'s name and [Theresa] told her father their table was ready. [Eddie] asked his mother, [Theresa], to bake him a cake. She told him to wait for his birthday.","('Eddie', 'Kyle')",grandfather,"brother(""Christine"", ""Eddie""). sister(""Eddie"", ""Christine""). mother(""Christine"", ""Theresa""). daughter(""Theresa"", ""Christine""). granddaughter(""Kyle"", ""Theresa""). grandfather(""Theresa"", ""Kyle""). son(""Theresa"", ""Eddie""). mother(""Eddie"", ""Theresa"").",,mother-father
1710,"[Barbara] and her husband [Carl] are going to visit [Barbara]'s mother, [Robin]. [Robin] called her daughter [Marlene] to ask her to do her a favor. [Marlene] was n't available so she called [Marlene]'s sister [Barbara] who answered right away.","('Carl', 'Robin')",mother-in-law,"husband(""Barbara"", ""Carl""). wife(""Carl"", ""Barbara""). mother(""Barbara"", ""Robin""). daughter(""Robin"", ""Barbara""). daughter(""Robin"", ""Marlene""). mother(""Marlene"", ""Robin""). sister(""Marlene"", ""Barbara""). sister(""Barbara"", ""Marlene"").",,wife-mother
1716,[Edward] is [Patty]'s father. [Edward] and his sister [Shirley] went to brunch today at the new diner. [Kristen] told her daughter [Patty] to wash up. Dinner was ready. [Kristen] is so happy to go on vacation her her husband. His name is [Edward].,"('Shirley', 'Patty')",niece,"father(""Patty"", ""Edward""). daughter(""Edward"", ""Patty""). sister(""Edward"", ""Shirley""). brother(""Shirley"", ""Edward""). mother(""Patty"", ""Kristen""). daughter(""Kristen"", ""Patty"") husband(""Kristen"", ""Edward""). wife(""Edward"", ""Kristen"").",,brother-daughter
1721,"[Vernon] and his son [Andrew] went to the skating rink. [Raquel] was sick, so her husband [Drew] was making dinner. [Drew]'s father, [Vernon], was helping too. [Andrew] likes to watch boxing with his brother. His name is [Drew].","('Raquel', 'Vernon')",father-in-law,"father(""Andrew"", ""Vernon""). son(""Vernon"", ""Andrew""). husband(""Raquel"", ""Drew""). wife(""Drew"", ""Raquel""). father(""Drew"", ""Vernon""). son(""Vernon"", ""Drew""). brother(""Andrew"", ""Drew""). brother(""Drew"", ""Andrew"").",,husband-father
1728,"[John] and his brother [Eddie] went to the football game together. [Eddie]'s mother [Theresa] wanted to surprise him for his birthday, so she baked him a cake. [John]'s mother [Theresa] recently let him know that she did not approve of his wife, [Michelle]. [Theresa] believe that's [John] should divorce [Michelle] and get far, far away from her, as she's not a good fit for him, in [Theresa]'s opinion. [John] does n't agree with his mother but he told her that he will take her advice into consideration.","('Michelle', 'Theresa')",mother-in-law,"brother(""John"", ""Eddie""). brother(""Eddie"", ""John""). mother(""Eddie"", ""Theresa""). son(""Theresa"", ""Eddie""). mother(""John"", ""Theresa""). son(""Theresa"", ""John""). wife(""John"", ""Michelle""). husband(""Michelle"", ""John"").",,husband-mother
1741,[Patty] and her sister [Dionne] are the only children in their family. [Kristen] loved to play dress-up with her daughter [Patty]. [Theresa] likes going to the mall with her aunt [Patty]. [Dionne] and her mother [Kristen] went to volunteer at the homeless shelter last weekend.,"('Kristen', 'Theresa')",sister,"sister(""Patty"", ""Dionne""). sister(""Dionne"", ""Patty""). daughter(""Kristen"", ""Patty""). mother(""Patty"", ""Kristen""). aunt(""Theresa"", ""Patty""). niece(""Patty"", ""Theresa""). mother(""Dionne"", ""Kristen""). daughter(""Kristen"", ""Dionne"").",,daughter-aunt
